,name,rank,price,market_cap,amount,operacion,variacion,market_value,cluster,roi,roi_acumulado
0,SHIB,11,3.045664301711282e-05,16722624278.54099,46061371.306607574,compra,7158636.918918833,1402.8747427640303,2,0.8271058920817651,5.107485070437321
1,MATIC,12,2.195474938571518,15725950759.063599,628.2453931778078,venta,-37.490691433660764,1379.297015994887,2,0.42149772984980327,2.7334741310613175
2,CRO,13,0.5043300878164464,12740897913.794447,2688.158652392686,compra,231.3401179910893,1355.7192892257435,2,0.8053690077080231,3.4906094369761353
3,LINK,14,25.44780211684149,11884366626.266212,52.348000677629514,venta,-11.490896858626297,1332.1415624566002,2,0.3494311490538531,3.743053914529172
4,WBTC,15,43593.880077854155,11310008879.933657,0.03001714537339869,compra,0.0027132424328322052,1308.5638356874572,2,0.3724694441821905,2.8888958794169532
5,UNI,16,17.20353952715238,10791366092.011578,74.69312387083005,venta,-1.9651486763863877,1284.9861089183137,2,-0.36543895855885744,-0.12203928845352219
6,ALGO,17,1.5598967709144582,10058870257.361399,808.648627056068,compra,61.15051745902463,1261.4083821491704,2,0.8012078638453124,4.6278232802362975
7,LTC,18,136.08910619224412,9437794079.447798,9.095736536261947,compra,0.8431913496220549,1237.8306553800269,2,-0.16644400311109298,0.3438559871638769
8,NEAR,19,15.379840404723364,9283221422.35242,78.95094465596468,venta,-35.52102893105476,1214.2529286108836,2,7.64852513255615,25.31451292301739
9,ATOM,20,38.79335941080498,8776067598.615892,30.69275824331175,venta,-10.182828683729753,1190.67520184174,2,0.6220351834370235,3.5446874833339557
10,BCH,21,401.57251876924806,7608717494.704816,2.906318088323258,compra,0.23062807465423152,1167.0974750725968,2,-0.3349871936908281,-0.9529050067266296
11,FTM,22,2.9568833586496646,7525286696.292706,386.73143631396755,venta,-145.82858812579713,1143.5197483034533,2,7.584983095371269,30.34643145242967
12,TRX,23,0.07138174267862156,7270236621.591242,15689.474360083484,compra,1506.2812068075145,1119.94202153431,2,0.34074615372607253,2.492758187343525
13,XLM,24,0.2672803240345335,6615464947.79423,4133.893708048634,,0.0,1104.908449811558,2,0.2471629768596071,2.4996641306272815
14,ICP,25,30.720823925580437,5894783312.76115,34.920501175189564,compra,0.9412014936252646,1072.7865679960232,2,0.14545112365274404,2.1284962424145633
15,VET,26,0.08498704360940071,5465990746.327911,12345.515229933511,compra,335.9092769399067,1049.20884122688,2,0.20728813086156617,2.5942831826814965
16,MANA,27,2.9264748910338696,5339460064.435461,350.4663981912382,compra,40.18934024378706,1025.6311144577367,2,6.305064917790147,21.307750096010828
17,FTT,28,38.216419787474024,5303229123.902316,26.22049352768075,compra,1.1191762325271242,1002.0533876885931,2,0.8851092537351546,6.798771557155944
18,HBAR,29,0.28826142120346065,5215454056.856334,3394.4037909562035,compra,85.16843445869608,978.4756609194498,2,1.8284752619171085,9.086960214391311
19,AXS,30,80.35073963005307,4893962674.017457,11.88412127314323,compra,1.406124640907942,954.8979341503065,2,8.860573462931706,63.42484459375322
20,FIL,31,33.258135338457315,4845214306.982793,28.002778805949816,compra,3.4589523536656586,931.3202073811631,2,0.09285832916014725,2.428157997116355
21,SAND,32,5.018268399082514,4614289358.367885,180.88759078290462,compra,17.296115490711856,907.7424806120197,2,6.879709033090449,16.813682358627148
22,BTCB,33,43559.15047557582,4578957771.953379,0.020298025654532426,compra,0.0006317417617770216,884.1647538428763,2,0.5186941558224392,3.9872148797312112
