,name,rank,price,market_cap,amount,operacion,variacion,market_value,cluster,roi,roi_acumulado
0,LINK,11,33.50342929824547,15093614987.857851,51.70718005631459,venta,-29.967388675394623,1732.3678512283843,2,0.7548518910828841,1.7446600748289014
1,BCH,12,764.197559547896,14395929745.589529,2.2288116520091656,venta,-0.8009317227456855,1703.2524251573188,2,-0.02948579763115733,-0.08241363325204343
2,LUNA,13,34.48678541303882,13814651400.378935,48.54430411636143,venta,-20.025593692197447,1674.1369990862536,2,1.794594886320298,2.4605476160581263
3,ICP,14,79.27398743965132,12457122104.382227,20.7510890538651,venta,-2.1092122868267684,1645.021573015188,2,0.756446124006874,0.7814608837623409
4,FIL,15,113.60474193200719,11607208015.222652,14.22393220092211,venta,-2.043417994217699,1615.9061469441233,2,0.8961861643642077,1.0003805761819535
5,MATIC,16,1.67948103995313,11104723325.818995,944.810142612471,venta,-45.88814850796479,1586.7907208730578,2,0.635339873363538,0.7226585866607496
6,AVAX,17,48.17892362884612,10595363408.103516,32.331052200372675,venta,-4.0826446876961375,1557.6752948019923,2,2.356606695869613,2.4421443793334134
7,WBTC,18,51690.339758906455,10323731607.300543,0.029571480393830264,compra,0.002843504460375127,1528.5598687309273,2,0.6032093018482361,0.7496487488191057
8,VET,19,0.15394409663175,9901003398.921371,9740.187999847025,venta,-1039.1192809418958,1499.444442659862,2,0.7253585819890538,0.8518599516212997
9,ETC,20,73.59529805751944,9543367327.621567,19.747363960294795,,0.0,1453.313136508213,2,0.5802249530500445,0.7067263226822902
10,XLM,21,0.3973909918617,9402252808.61939,3626.7945578968875,,0.0,1441.25548664126,2,0.6268139531753198,0.7747724917529419
11,THETA,22,8.22238097072445,8222380970.724449,171.73835285355918,compra,19.8894980858324,1412.098164446666,2,0.5641101163825999,0.7562132108804993
12,TRX,23,0.10514661914984,7534770701.8377905,12935.69410125108,,0.0,1360.1445011030792,2,0.6283061741600648,0.7144158825475535
13,FTT,24,63.54755583674649,5995518551.267589,20.953350628086543,,0.0,1331.5342190052568,2,1.5049438570351685,2.07832334049358
14,EOS,25,6.29108999311228,6022632508.161345,210.57589188580326,compra,5.12085661208576,1324.7518862334703,2,0.6882540963548804,0.7851728813857122
15,ATOM,26,25.7553576917725,5689535131.412189,50.3055121838317,venta,-3.8749393109581587,1295.636460162405,2,0.765021997666963,0.7263128304210149
16,XMR,27,315.1960822509097,5669537571.477646,4.0182004327171,compra,0.5224076731860108,1266.5210340913397,2,0.5800652277162912,0.6828507790404899
17,AAVE,28,416.9400935192338,5482864485.070625,2.9678258993415607,compra,0.5473556975475566,1237.4056080202745,2,0.5119121594749441,0.6151866967436386
