,name,rank,price,market_cap,amount,operacion,variacion,market_value,cluster,roi,roi_acumulado
0,AVAX,11,24.164181683469934,6785877568.632055,23.424534261945283,venta,-10.182788909351778,566.0347017563121,2,0.21973807785871946,32.18473278096279
1,SHIB,12,1.081268849531913e-05,5936850198.70799,51469300.51045317,compra,10790455.898814455,556.5215134915001,2,-0.2751856560143263,6.186741055137487
2,LEO,13,5.070533062964272,4837055956.716317,107.87984585330814,venta,-20.394344514674923,547.008325226688,2,-0.032378860848312985,1.9327571281489124
3,MATIC,14,0.5979499895598656,4757398372.566929,898.8964735286833,compra,149.74517352110422,537.4951369618761,2,-0.4460597622293063,2.4630324244065838
4,CRO,15,0.17887043599961375,4518806273.752252,2951.756369052538,compra,293.28756799302573,527.9819486970642,2,-0.29690293972925275,4.394740373640939
5,LTC,16,63.20787492899585,4452591445.260292,8.202597556311941,compra,0.5453877493420638,518.4687604322522,2,-0.6508627875877089,-1.7593552957780028
6,NEAR,17,5.321601009113524,3751565247.8068376,95.63955871472267,compra,25.785852853270768,508.9555721674403,2,2.6250396878022815,50.952614723139504
7,UNI,18,5.094314541444271,3662955509.3079815,98.03917285426061,compra,4.406839449890384,499.4423839026283,2,-0.7533617857270971,-3.1237199505345417
8,XLM,19,0.14369582482409035,3584640532.580716,3409.4880365353565,venta,-275.79856826128434,489.92919563781635,2,-0.44699350051463416,1.5771484575554555
9,LINK,20,7.636985241934998,3566545037.531257,64.16489317429817,,0.0,490.02634222245086,2,-0.5036137084166372,2.9222094870039177
10,FTT,21,26.13372991946417,3555389238.1771564,18.01896708044986,venta,-0.5477040331835216,470.9028191081924,2,-0.11411580179528769,9.049992521377941
11,BCH,22,180.0278736061739,3435437031.6261053,2.5628788564859075,venta,-0.08893042360684512,461.3896308433805,2,-0.7370999254453672,-3.7319001395272844
12,XMR,23,187.98410121794345,3408308980.139653,2.4038013834727208,venta,-0.44942927570120533,451.87644257856846,2,-0.43625551023336484,-0.23987738529949432
