,name,rank,price,market_cap,amount,operacion,variacion,market_value,cluster,roi,roi_acumulado
0,AVAX,11,74.36473775770153,16381553545.581211,24.42017775919418,venta,-0.6103413688397397,1816.0001150589305,2,2.913266241204429,7.842497052470405
1,UNI,12,25.61132072614338,16073564710.426321,69.71444869296546,venta,-19.351928762348184,1785.4791047218055,2,-0.11828192359417011,0.617673840001973
2,LINK,13,32.91790288935543,15274221435.588203,53.31318037736167,venta,-5.089001349737641,1754.9580943846809,2,0.7777353282782462,3.13407400610119
3,WBTC,14,61212.69210073752,14186633122.180746,0.028171234181461183,venta,-0.0006197269852935144,1724.4370840475558,2,0.8086524644222155,2.1129292462178753
4,LTC,15,199.53793053010963,13749851029.609428,8.489193353916361,venta,-0.3475726916105583,1693.9160737104314,2,0.1406842247208293,0.6410886629861022
5,MATIC,16,1.9014636768363171,12938153937.878536,874.7971805282588,venta,-211.39464485408928,1663.3950633733064,2,0.7142879880175783,1.9084792121946272
6,ALGO,17,1.8483384184293274,11494485779.317951,883.4280761332428,compra,82.84087057214117,1632.8740530361815,2,1.3316363095563504,2.949649296139485
7,BCH,18,598.8560089222883,11313786091.612825,2.6756900136690267,compra,0.1347309101253069,1602.3530426990565,2,-0.08697832324840082,-0.30931347124881603
8,VET,19,0.15892570094343822,10221398154.55849,9890.35771452314,venta,-1505.0075154119127,1571.8320323619316,2,0.8086524644222155,2.1470120984166607
9,CRO,20,0.3799947900606348,9599813584.190483,4056.137248036647,venta,-1414.1141427019675,1541.3110220248068,2,1.0525157180521774,1.8401935628077097
10,AXS,21,151.91174591998808,9252564664.621674,9.945182332927796,venta,-0.7027868321213796,1510.7900116876817,2,14.600888183474614,43.94726663297612
11,XLM,22,0.359996372874771,8714293519.532587,4133.893708048634,,0.0,1488.1867407473458,2,0.6797875027836002,1.9434440373024666
12,ICP,23,49.501202263405155,8678239174.217028,29.28712687217276,compra,2.554552435160865,1449.747991013432,2,0.547945802883878,1.883006781424259
13,ATOM,24,36.902589973808404,8269211010.243376,38.133308980436865,,0.0,1407.2178656496073,2,0.917027318041185,2.5514194140758355
14,FIL,25,63.65859513630614,7655467556.35217,21.814901308545647,compra,2.8438472817180482,1388.7059703391824,2,0.6295779629942735,2.2097227143882088
15,THETA,26,7.584415467687339,7584415467.68734,179.07575946867252,compra,7.337406615113338,1358.1849600020573,2,0.5043931713418426,1.5403920221575327
16,TRX,27,0.10371895035282315,7432464445.006452,12800.591841207295,compra,500.3285653056264,1327.6639496649325,2,0.5894218626740682,1.7201613660345676
17,FTT,28,59.03327032919432,7084862130.554967,21.973082841157087,compra,1.0197322130705437,1297.1429393278077,2,1.4402453885061637,4.841833119633956
18,ETC,29,53.251098532446576,6965302675.79826,23.78583660990418,compra,0.542175085577064,1266.6219289906826,2,0.37723077566095276,1.4590590256684346
19,FTM,30,2.6568875792465696,6761795555.8383045,465.2439675313951,venta,-83.37253858837481,1236.100918653558,2,8.280036926828512,17.627075085806386
20,BTCB,31,61301.86642737016,6442816224.315476,0.019666283892755404,venta,-0.0011362004176857915,1205.579908316433,2,1.0707760099906523,2.7984792408239962
21,EGLD,32,316.17247298861037,6226396271.65762,3.716512341735828,venta,-0.4508366111362686,1175.058897979308,2,1.842168158377767,4.433403750632452
22,HBAR,33,0.3916802348893583,5882622566.685577,2922.1231649983356,compra,174.8948004519957,1144.5378876421833,2,2.3085106056503943,5.622648768222977
23,XTZ,34,6.492167320126081,5620883540.843626,171.5939873964036,compra,19.810873195750418,1114.0168773050582,2,1.0312558446587956,3.459300253267075
24,NEAR,35,10.381289319582315,5528411462.178781,104.37006749480778,venta,-2.6782904963004004,1083.4958669679334,2,6.717207029686135,12.677508197901206
25,MANA,36,2.6053626373230436,4733771154.314738,404.1567348615694,compra,138.3359342314614,1052.9748566308085,2,6.499820916173849,7.821241227821759
26,GRT,37,1.0675570768591511,5034316485.353805,957.7509891104228,venta,-30.421976863910626,1022.4538462936837,2,1.12595991432085,3.6917064125062957
27,CAKE,38,19.47172108052116,4659690347.512282,50.94222703040125,compra,3.98123744096128,991.9328359565588,2,0.4513877800919013,1.8022051266312311
28,XMR,39,256.533636075751,4621223493.157473,3.7477027976773445,venta,-0.1196247031937355,961.4118256194339,2,0.1994221606168376,1.188580859978814
29,EOS,40,4.517482869293843,4348266500.340201,204.01688129055216,,0.0,921.642766276825,2,0.174534787768156,1.1901289682138356
30,AAVE,41,327.7209140898091,4340109722.579613,2.7473675503616026,venta,-0.12668497098569148,900.3698049451841,2,0.10010820000938869,0.7952857131923337
31,FLOW,42,13.950764006236057,4315979054.517567,62.35133747651618,compra,51.83920981466423,869.8487946080592,2,5.530396355916359,7.103845690537383
32,KLAY,43,1.5936808292090436,4015510419.622546,526.6598988252242,venta,-29.734504862699936,839.3277842709343,2,0.3263451405762914,1.1175152022219972
33,KSM,44,451.1556137232185,3821332287.319905,1.814885515503372,,0.0,818.7957885843036,2,1.2568014844700874,2.5964337828698856
34,MIOTA,45,1.3741232072266532,3819417067.059567,566.3871765672836,venta,-18.04415788659698,778.2857635966844,2,0.5634114522971689,2.3953975277134205
35,XEC,46,0.00019500539751236224,3683457864.9322696,3895595.5495574046,,0.0,759.6621586888309,2,3.2649640828797546,3.2649640828797546
36,RUNE,47,13.895619497295574,3587990899.929634,51.6165359206927,compra,28.49449850364272,717.2437429224348,2,4.108573667538709,7.194914817856546
37,HNT,48,33.70336611635636,3420264568.2586846,20.375493955544133,compra,10.791817041899774,686.7227325853099,2,3.8911875540264234,5.230101025333549
38,BSV,49,174.3717056455402,3293708524.4705367,3.7632350949304842,venta,-0.36127269804897316,656.201722248185,2,-0.015543595314490455,0.20241028909244896
39,NEO,50,45.27536223203925,3193671124.9495993,13.819452370240679,venta,-0.9900127919304498,625.6807119110601,2,0.015818507415216843,0.9926455052531384
