,name,rank,price,market_cap,amount,operacion,variacion,market_value,cluster,roi,roi_acumulado,fecha,rank_roi
0,AXS,206,8.07150578870232,491615238.8253865,11.997761326708936,compra,0.0,96.84,3,0.0,0.0,2021-07-05,1
1,AXS,40,42.62772580939769,2596348209.73589,13.60138648435181,compra,1.603625157642874,579.7961736825965,2,4.987155862067292,4.987155862067292,2021-08-05,1
2,AXS,30,82.30738158919699,5013136844.144016,14.32647635133752,compra,0.7250898669857104,1179.174755878144,2,11.176525773215035,16.163681635282327,2021-09-05,1
3,AXS,20,128.98725927918687,7856291494.547074,10.647969165049176,venta,-3.678507186288345,1373.452359488985,2,13.182696814219176,29.3463784495015,2021-10-05,1
4,AXS,21,151.91174591998808,9252564664.621674,9.945182332927796,venta,-0.7027868321213796,1510.7900116876817,2,14.600888183474614,43.94726663297612,2021-11-05,1
5,AXS,23,107.36696670719893,6539453524.718719,10.477996632235287,compra,0.5328142993074909,1124.9907155713486,2,10.6170044978454,54.56427113082152,2021-12-05,1
6,AXS,30,80.35073963005307,4893962674.017457,11.88412127314323,compra,1.406124640907942,954.8979341503065,2,8.860573462931706,63.42484459375322,2022-01-05,1
7,AXS,34,56.892430831124614,3465175730.8467226,12.198678715119566,compra,0.31455744197633706,694.012485031052,2,6.166589064756836,69.59143365851006,2022-02-05,1
8,AXS,35,51.906507474684275,3161495604.0143323,11.574270605272208,venta,-0.6244081098473592,600.7799636865803,2,5.2038410128725765,74.79527467138263,2022-03-05,1
9,AXS,35,61.65905584687203,3755498943.993358,11.288380248200609,venta,-0.2858903570715996,696.0308681445284,2,6.187431517394965,80.9827061887776,2022-04-05,1
10,AXS,45,28.984409279903637,1765367908.215731,12.203967316037408,compra,0.9155870678367997,353.72478352659533,2,2.6526722792915667,83.63537846806916,2022-05-05,1
11,AXS,40,20.015375889406208,1276185344.5350115,14.49646729993902,compra,2.292499983901612,290.152242076765,2,1.9962024171495765,85.63158088521874,2022-06-05,1
