,name,rank,price,market_cap,amount,operacion,variacion,market_value,cluster,roi,roi_acumulado,fecha,rank_roi
0,GHST,459,0.96884489342048,34441007.98016162,29.72612045084162,compra,0.0,28.8,3,0.0,0.0,2021-07-05,18
1,GHST,283,1.90228876742383,112642685.3207163,47.99908848727076,compra,18.27296803642914,91.30812687591765,3,2.1704210720804737,2.1704210720804737,2021-08-05,18
2,GHST,370,1.85119129115956,107088650.10701416,49.76764355044639,compra,1.7685550631756257,92.1294283221196,3,2.19893848340693,4.369359555487404,2021-09-05,18
3,GHST,380,1.691409460056092,93075558.8408913,47.24838069313678,venta,-2.5192628573096068,79.91635807670316,3,1.7748735443299708,6.144233099817375,2021-10-05,18
4,GHST,349,2.263121476083573,153939979.0433162,48.98043265110316,compra,1.7320519579663767,110.84866904057661,3,2.8489121194644653,8.993145219281839,2021-11-05,18
5,GHST,309,2.543695253072934,184453560.0241074,43.32891281461127,venta,-5.651519836491889,110.21554984733773,3,2.826928814143671,11.82007403342551,2021-12-05,18
6,GHST,327,2.248054669309255,151705628.0209891,36.95726769871048,venta,-6.3716451159007885,83.0819582149982,3,1.8847902157985486,13.704864249224059,2022-01-05,18
7,GHST,320,2.0579262866966412,128919214.37459841,36.95726769871048,,0.0,76.05533268166099,3,1.6408101625576732,15.345674411781733,2022-02-05,18
8,GHST,317,1.930296314158134,116977888.61175457,34.35030679753827,venta,-2.606960901172209,66.30627060148922,3,1.302301062551709,16.647975474333442,2022-03-05,18
9,GHST,342,2.0634095659716585,131415743.80716702,34.35030679753827,,0.0,70.87875164010175,3,1.4610677652813107,18.109043239614753,2022-04-05,18
10,GHST,310,1.8306339470766904,108320600.52531184,32.82193738168117,venta,-1.5283694158571048,60.08495277973097,3,1.0862830826295475,19.1953263222443,2022-05-05,18
11,GHST,301,1.4834767087449838,76405701.43877952,28.348678858618072,venta,-4.473258523063094,42.054604810451245,3,0.46022933369622376,19.65555565594052,2022-06-05,18
