,name,rank,price,market_cap,amount,operacion,variacion,market_value,cluster,roi,roi_acumulado,fecha,rank_roi
0,AVAX,43,12.02681047677884,2073640581.187598,38.585666656675436,compra,0.0,464.06250000000006,2,0.0,0.0,2021-07-05,11
1,AVAX,44,13.83428144582264,2400170728.7523613,36.41369688806881,venta,-2.1719697686066217,503.75733123242,2,0.08553768346380042,0.08553768346380042,2021-08-05,11
2,AVAX,17,48.17892362884612,10595363408.103516,32.331052200372675,venta,-4.0826446876961375,1557.6752948019923,2,2.356606695869613,2.4421443793334134,2021-09-05,11
3,AVAX,11,64.65011928203714,14241553492.699863,25.03051912803392,venta,-7.300533072338755,1618.226047318705,2,2.4870864319325627,4.929230811265976,2021-10-05,11
4,AVAX,11,74.36473775770153,16381553545.581211,24.42017775919418,venta,-0.6103413688397397,1816.0001150589305,2,2.913266241204429,7.842497052470405,2021-11-05,11
5,AVAX,10,85.79002032646572,20824940381.421642,26.820328116561285,compra,2.4001503573671066,2300.9164942822727,1,3.9582038934028763,11.800700945873281,2021-12-05,11
6,AVAX,9,97.85257908623934,23877434060.927593,25.448955374853856,venta,-1.371372741707429,2490.2459184800628,1,4.366186491000808,16.166887436874088,2022-01-05,11
7,AVAX,10,77.24948720742881,18936619776.318043,23.292482788585396,venta,-2.1564725862684613,1799.3323512060833,1,2.8773491743161386,19.044236611190225,2022-02-05,11
8,AVAX,8,76.72742425653473,20376044908.086983,31.374232815158962,compra,8.081750026573566,2407.2640719319957,1,4.187370390695209,23.231607001885436,2022-03-05,11
9,AVAX,8,91.0210934410003,24392972576.85365,32.89180170278389,compra,1.5175688876249254,2993.847756231945,1,5.451389104338197,28.682996106223634,2022-04-05,11
10,AVAX,9,59.12743968737025,15892520069.269588,33.60732317129706,compra,0.7155214685131739,1987.1149738648276,1,3.2819985968804364,31.964994703104068,2022-05-05,11
11,AVAX,11,24.164181683469934,6785877568.632055,23.424534261945283,venta,-10.182788909351778,566.0347017563121,2,0.21973807785871946,32.18473278096279,2022-06-05,11
