,name,rank,price,market_cap,amount,operacion,variacion,market_value,cluster,roi,roi_acumulado,fecha,rank_roi
0,BFC,500,0.03910410037908,29300930.7088655,552.3717408304224,compra,0.0,21.599999999999998,3,0.0,0.0,2021-07-05,7
1,BFC,483,0.04704711697313,38549626.6597666,529.3037708331246,venta,-23.067969997297745,24.90221642070481,3,0.15288038984744512,0.15288038984744512,2021-08-05,7
2,BFC,240,0.31235253493692,263761314.46262696,471.92536902305085,venta,-57.378401810073775,147.40708531539136,3,5.824402097934786,5.977282487782231,2021-09-05,7
3,BFC,240,0.3143811677007296,265474362.33160752,406.72338568462,venta,-65.20198333843088,127.86617292272504,3,4.919730227903938,10.89701271568617,2021-10-05,7
4,BFC,289,0.2602587014692555,219771474.60554606,551.1870225608546,compra,144.46363687623466,143.45121875839328,3,5.641260127703394,16.538272843389564,2021-11-05,7
5,BFC,266,0.2360460891365494,249083697.3712231,513.6162402671179,venta,-37.570782293736784,121.23710483207148,3,4.6128289274107175,21.15110177080028,2021-12-05,7
6,BFC,282,0.19037623836193193,200926647.43452024,564.764958081725,compra,51.14871781460715,107.51782827823298,3,3.9776772351033793,25.12877900590366,2022-01-05,7
7,BFC,233,0.21081031372313636,223773423.89258203,436.4849962419918,venta,-128.27996183973326,92.01553899321628,3,3.259978657093347,28.38875766299701,2022-02-05,7
8,BFC,245,0.15611793897011042,172135824.65897036,509.66292052459556,compra,73.17792428260378,79.56752472178705,3,2.6836817000827344,31.07243936307974,2022-03-05,7
9,BFC,272,0.1666035529487498,184105882.87935326,549.2763584804179,compra,39.61343795582235,91.51139287358878,3,3.2366385589624436,34.309077922042185,2022-04-05,7
10,BFC,274,0.11789073843125093,130277892.54837461,560.6330822691986,compra,11.356723788780641,66.09344805770407,3,2.059881854523337,36.368959776565525,2022-05-05,7
11,BFC,305,0.0678633885556834,75355765.34040435,619.6950329991924,compra,59.061950729993896,42.054604810451245,3,0.9469724449282986,37.315932221493824,2022-06-05,7
