,name,rank,price,market_cap,amount,operacion,variacion,market_value,cluster,roi,roi_acumulado
0,BTC,1,43569.003347649836,824368284529.819,0.1275026634799907,compra,0.0041234532040927835,5555.163971993986,1,0.41894354329348316,3.276461138437231
1,ETH,2,3550.3868815396604,422636379036.12103,1.4567565135498233,compra,0.11152788445395201,5172.049215304745,1,0.4189435432934827,3.2816017142715617
2,BNB,3,475.0569328525563,79240041765.16531,10.080759015260702,compra,0.7055091894279517,4788.934458615505,1,0.41894354329348293,3.130846777253576
3,SOL,4,155.09973273344968,47990806949.27491,28.406365531899336,compra,3.8814641895320428,4405.819701926264,1,3.3879934784201824,18.508671237220565
4,ADA,5,1.236002452679087,41405570495.30121,3254.6091931433007,compra,67.14540940466259,4022.704945237024,1,0.2955571482244843,2.9937216709953725
5,XRP,6,0.7743578513146329,36841776824.9175,4700.139841507161,venta,-233.24566275408756,3639.5901885477842,1,0.28380606297981803,2.8051458122489965
6,LUNA,7,78.59379676029239,28253414359.454323,41.434255196891044,venta,-4.635559383566532,3256.4754318585437,1,4.435952729237005,18.41871997181361
7,DOT,8,26.796140778936973,26463314353.956184,107.2303918267178,venta,-18.37696973597594,2873.360675169303,1,0.2520090087883673,2.745397771822555
8,AVAX,9,97.85257908623934,23877434060.927593,25.448955374853856,venta,-1.371372741707429,2490.2459184800628,1,4.366186491000808,16.166887436874088
9,DOGE,10,0.1594202620477355,21150408010.762466,13217.461411272052,venta,-2661.0093945658214,2107.1311617908223,1,-0.17850636967219402,1.435029079242217
