,name,rank,price,market_cap,amount,operacion,variacion,market_value,cluster,roi,roi_acumulado
0,BTC,1,36575.142132703,696088266356.3698,0.12119693002463983,venta,-0.005857826759901544,4432.794941698461,1,0.1322592443674231,4.287607717390271
1,ETH,2,2749.213042207694,331722438859.9844,1.5011877516793293,venta,-0.07831215846575422,4127.084945719257,1,0.13225924436742287,4.285907557253836
2,BNB,3,378.77361963610855,61845010683.838165,10.088809652085287,venta,-1.119755851478097,3821.374949740053,1,0.1322592443674231,4.141993356206616
3,XRP,4,0.5988855529935311,28951984893.78758,5870.345237396006,compra,1720.5734676669272,3515.6649537608487,1,0.24009345811670157,3.6500906452139175
4,LUNA,5,82.58040840650362,28350264055.371433,38.87065975722208,compra,2.7732753363473037,3209.954957781644,1,4.358297269119072,37.041230775220626
5,SOL,6,84.5960202738912,28284629323.695362,34.330751640556485,venta,-1.8546941199917686,2904.24496180244,1,1.8924942040982904,28.087216739861404
6,ADA,7,0.7911524599448669,26703424885.598694,3238.9856660104647,,0.0,2562.5314773903424,1,-0.17470805881148388,3.234037343706579
7,DOGE,8,0.12842950257663785,17038840265.49776,17852.79023778693,compra,2846.6013356457897,2292.8249698440313,1,-0.10611112286782409,0.8577595662276055
8,AVAX,9,59.12743968737025,15892520069.269588,33.60732317129706,compra,0.7155214685131739,1987.1149738648276,1,3.2819985968804364,31.964994703104068
9,DOT,10,14.581027654600687,14399921302.500858,115.31457299959902,compra,14.556554731474904,1681.404977885623,1,-0.2673616654093145,2.4128591599861187
