,name,rank,price,market_cap,amount,operacion,variacion,market_value,cluster,roi,roi_acumulado,fecha,rank_roi
0,BCH,9,505.0554572601982,9485721166.708668,3.4748659276358365,compra,0.0,1755.0,1,0.0,0.0,2021-07-05,39
1,BCH,10,548.598162581949,10318767991.88375,3.029743374754851,venta,-0.4451225528809854,1662.1116484853449,1,-0.0529278356208861,-0.0529278356208861,2021-08-05,39
2,BCH,12,764.197559547896,14395929745.589529,2.2288116520091656,venta,-0.8009317227456855,1703.2524251573188,2,-0.02948579763115733,-0.08241363325204343,2021-09-05,39
3,BCH,15,594.0425170603837,11206419020.526094,2.54095910354372,compra,0.31214745153455414,1509.4377416166076,2,-0.13992151474837178,-0.2223351480004152,2021-10-05,39
4,BCH,18,598.8560089222883,11313786091.612825,2.6756900136690267,compra,0.1347309101253069,1602.3530426990565,2,-0.08697832324840082,-0.30931347124881603,2021-11-05,39
5,BCH,19,453.49026754409886,8579712750.118725,2.6756900136690267,,0.0,1213.3993801638405,2,-0.3086043417869855,-0.6179178130358015,2021-12-05,39
6,BCH,21,401.57251876924806,7608717494.704816,2.906318088323258,compra,0.23062807465423152,1167.0974750725968,2,-0.3349871936908281,-0.9529050067266296,2022-01-05,39
7,BCH,23,320.878536773587,6088702323.13249,2.814669194318642,venta,-0.09164889400461622,903.1669325746568,2,-0.4853749671939277,-1.4382799739205572,2022-02-05,39
8,BCH,22,293.9798650987641,5585709305.584361,2.814669194318642,,0.0,827.4560700434414,2,-0.5285150598043069,-1.966795033724864,2022-03-05,39
9,BCH,21,365.98480970048905,6964132801.765513,2.6518092800927526,venta,-0.1628599142258893,970.5219147367369,2,-0.44699605997906733,-2.4137910937039315,2022-04-05,39
10,BCH,18,277.29331790818503,5283938556.234103,2.6518092800927526,,0.0,735.328993736635,2,-0.5810091203779858,-2.994800214081917,2022-05-05,39
11,BCH,22,180.0278736061739,3435437031.6261053,2.5628788564859075,venta,-0.08893042360684512,461.3896308433805,2,-0.7370999254453672,-3.7319001395272844,2022-06-05,39
