,name,rank,price,market_cap,amount,operacion,variacion,market_value,cluster,roi,roi_acumulado,fecha,rank_roi
0,TPT,347,0.02285063948776,79210768.34707786,3087.7157681498265,compra,3087.7157681498265,70.55627985866363,3,0.0,0.0,2021-08-05,44
1,TPT,290,0.04996193193043,173190908.65853536,2704.522349681401,venta,-383.19341846842553,135.12316153910876,3,0.9151117634005608,0.0,2021-09-05,44
2,TPT,360,0.030241182083306638,104829769.4174257,2642.6334081966193,venta,-61.88894148478179,79.91635807670316,3,0.13266116406348782,0.13266116406348782,2021-10-05,44
3,TPT,426,0.030103141975865198,104351259.26548854,2382.6618974425232,venta,-259.9715107540961,71.72560937919664,3,0.01657300417305696,0.14923416823654478,2021-11-05,44
4,TPT,459,0.025503800658007714,88407838.5190757,1728.6137282088912,venta,-654.048169233632,44.08621993893509,3,-0.37516235227753825,-0.22592818404099346,2021-12-05,44
5,TPT,460,0.023461576119231404,81328554.15417299,1666.443545927316,venta,-62.170182281575016,39.09739210117562,3,-0.44586942254474826,-0.6717976065857417,2022-01-05,44
6,TPT,479,0.01815915783433025,62947947.05258207,1266.7924888463035,venta,-399.6510570810126,23.003884748304067,3,-0.673964035598464,-1.3457616421842058,2022-02-05,44
7,TPT,496,0.014789717343489672,51267925.12924811,1344.980483295242,compra,78.18799444893853,19.891881180446763,3,-0.718070719994115,-2.063832362178321,2022-03-05,44
8,TPT,491,0.01368625520953592,47442820.64938434,1317.050249169693,compra,1317.050249169693,18.02548583391929,3,-0.7445232958706519,-2.808355658048973,2022-05-05,44
9,TPT,487,0.00911209244509431,31586680.285781268,1384.5756635104892,compra,67.52541434079626,12.61638144313537,3,-0.8211869805436433,-3.629542638592616,2022-06-05,44
