,name,rank,price,market_cap,amount,operacion,variacion,market_value,cluster,roi,roi_acumulado,fecha,rank_roi
0,PHA,166,0.82190331791979,147642093.20487055,140.16247104533824,compra,0.0,115.19999999999999,3,0.0,0.0,2021-07-05,41
1,PHA,252,0.76216999481412,138588708.71238264,130.69114024504745,venta,-9.471330800290787,99.60886568281924,3,-0.13533970761441616,-0.13533970761441616,2021-08-05,41
2,PHA,186,0.82295770813688,223844496.61323136,216.43505248810703,compra,85.74391224305958,178.11689475609788,3,0.5461536003133498,0.41081389269893365,2021-09-05,41
3,PHA,260,0.7119873854395831,193660568.8395666,179.59050333985917,venta,-36.84454914824787,127.86617292272504,3,0.10994941773198841,0.520763310430922,2021-10-05,41
4,PHA,299,0.7680888981779752,208920180.30440927,169.7852933177652,venta,-9.805210022093974,130.4101988712666,3,0.1320329763130783,0.6527962867440004,2021-11-05,41
5,PHA,374,0.4744494961322235,129050262.94796479,174.22647312173865,compra,4.441179803973455,82.66166238550328,3,-0.2824508473480618,0.37034543939593856,2021-12-05,41
6,PHA,396,0.3959940201015171,107710373.46761264,160.4399534824364,venta,-13.786519639302236,63.53326216441039,3,-0.44849598815615976,-0.0781505487602212,2022-01-05,41
7,PHA,447,0.2665780375043303,72509226.20117784,115.05766423302543,venta,-45.38228924941098,30.671846331072096,3,-0.7337513339316658,-0.811901882691887,2022-02-05,41
8,PHA,423,0.24583996421120624,66868470.2654481,148.34223128786442,compra,33.28456705483899,36.46844883081907,3,-0.68343360389914,-1.4953354865910269,2022-03-05,41
9,PHA,420,0.3176890013532816,86411408.3680926,144.0266935332533,venta,-4.3155377546111175,45.75569643679438,3,-0.602815135097271,-2.0981506216882977,2022-04-05,41
10,PHA,431,0.22113507219767278,60148739.637766995,149.44135138957762,compra,5.414657856324311,33.04672402885203,3,-0.7131360761384371,-2.811286697826735,2022-05-05,41
11,PHA,466,0.1271657640123088,34589087.811348,132.28278896316982,venta,-17.1585624264078,16.8218419241805,3,-0.8539770666303776,-3.6652637644571127,2022-06-05,41
