,symbol,price,amount
0,BRD,0.7076510697991832,55.840817796193626
1,BP,6.393721519042174,4.47889813505961
2,LQTY,5.09751098537132,6.828681831712625
3,FIRO,5.193176735530498,5.400479036186583
4,OM,0.1497230445745934,182.06430768400074
5,MOF,0.004200733773177565,50.18169426691268
6,ZKS,0.3594092656159727,101.69485477021112
7,AION,0.1536425074128314,206.67262934376447
8,TNC,0.010754468120798702,2769.720034049314
9,vXVS,0.30462010219119934,92.88048068927417
10,vBNB,10.901874653923825,12.560514265611502
11,NWC,0.40894976513089537,77.59511245689572
12,SPS,0.21907894461941985,215.240089071419
13,STT,2.7492282027425468,13.07744645686367
14,vBTC,946.7662523158552,0.12152260681647295
15,vETH,0.0,1.2991505438701045
16,PRQ,0.44842679526444174,60.39348540371229
17,ZNN,10.204159093531905,3.767648337598593
18,SUKU,0.5089602292197842,49.68583888308079
19,URUS,107.32664726080527,0.2453473622104132
20,PKF,1.2282566845471845,16.702250889709358
21,GLCH,0.7232775253830337,48.76315561722629
22,NYE,9.690769989070233,3.497620636805138
23,BANANA,0.0,50.50676653736302
24,UPP,0.0,203.59840289528293
25,ASM,0.08877492629057814,301.0046377010808
26,XAS,0.10570839915838222,44.07754259974001
27,CTC,0.0,79.86156256515623
28,ZEON,0.0005943718244640784,12441.815866290326
29,OXY,0.0,38.2175319546975
30,FSN,0.6429010822986378,46.7430191380411
31,ATRI,0.051013954898414676,392.71666575566246
32,MATH,0.0,46.681037238990214
33,MCO,0.0,10.098085914158498
34,POA,0.011183294862420423,153.10235734494012
35,HOGE,0.00016045659071708648,258487.27948900624
36,DMCH,0.3233730139011651,97.74586762203451
37,BEAM,0.5826462877429246,39.66858123357457
38,RFR,0.0,2273.458594127315
