,symbol,price,amount
0,BOND,0.0,2.5084557629642394
1,THG,0.4706603669197669,64.23295785441742
2,RARE,0.0,38.609645858517794
3,SDAO,1.028779910394339,15.319341573004387
4,FIDA,1.1130478296561612,23.4219318430037
5,ALBT,0.17277974623244693,87.50447301415726
6,KILT,0.8758196574508275,25.75530658418226
7,ICHI,5.631455363865634,1.416128574059462
8,PCL,0.0,1034.2717732819751
9,COCOS,1.1776885736525409,16.212648485368042
10,BZZ,0.8815162777422112,22.247005272125435
11,ASM,0.042833842710860555,438.0224817109294
12,SDN,0.9490157813996452,19.08553379068735
13,XMON,37563.82147617211,0.0005452298091132004
14,MSOL,95.65920836636538,0.24000611795325674
15,NCT,0.0284100799009774,605.7362027501907
16,BLZ,0.0,123.41210726895369
17,KIN,2.605771707470097e-05,841481.6875436046
18,ATLAS,0.01748887785075166,829.351696158184
19,GRID,0.0,14.339496036932625
20,CRA,0.40736162708854534,39.91990550767173
21,CUBE,0.0,4.706939779851394
22,CHESS,0.0,26.315106846059695
23,HIGH,0.0,5.042063085040982
24,RBN,0.0,24.844165505463916
25,RFOX,0.0351929879299434,709.7047876219184
26,RARI,6.076460672443575,2.724212233607808
27,SAMO,0.014242697865735246,1478.062213797823
