,symbol,price,amount
0,YLD,0.3657746027902843,84.73256583179928
1,XCP,18.739821263284863,1.7581447713398424
2,CVP,0.0,24.71759309581448
3,NSBT,27.529781615303946,1.1556925315147815
4,BTU,0.0,47.42400914092639
5,BPAY,0.011874522440729491,3938.9280176544416
6,VBIT,0.0,644.5714763599561
7,SDAO,2.315303231959607,11.959574823239143
8,CREAM,0.0,0.47090785217483916
9,HYDRA,14.099486009024346,2.9335387890131246
10,PDEX,22.88393014313886,1.7327364819772053
11,MET,0.0,6.943632927449074
12,CXO,0.2100848814978437,129.28939234763558
13,VRSC,1.0472187831261406,51.661957539502566
14,ALEPH,0.5177629025839913,59.94547716434378
15,SFI,509.9022421331894,0.05353650565029136
16,CITY,0.0,2.004510963403459
17,DRGN,0.14175160171555518,191.61449958225117
18,GMT,0.0,100.26962003111784
19,AXEL,0.186019229059388,161.03367175118308
20,POND,0.09347392358164544,482.84359480972745
21,CDT,0.0,772.742420843489
22,VID,0.42311322914355165,132.8972649388229
23,FCT,0.0,185.17621713230437
24,CRU,0.0,1.0893374133785443
25,GNY,0.3133058639953618,101.51814468586343
26,MOC,0.1939310356593,208.78150315130233
27,SHR,0.0,1604.2517964133974
28,MARO,0.11607094743547038,279.6546156688135
29,BAR,0.0,1.9650367507233395
30,PSG,19.936753543287896,2.408127431662157
31,BASIC,0.012120512378344883,3719.8778591871483
32,FIO,0.18386215878549622,232.91823348318297
33,ZLW,3.4488016642646966,41.49105396948319
34,KP3R,330.5021426983377,0.13711983961497018
35,SERO,0.0,188.34214344367507
36,TORN,57.62073606659354,0.8469091584588814
37,DOCK,0.08796627915968908,376.70680964636995
38,BCN,0.00039737538717506013,96685.67362455773
39,CQT,1.1522786055060663,30.083562716884224
40,RDD,0.0020984048802703916,23505.994989057377
41,BURGER,4.312015365556035,11.685389313070406
42,DMCH,0.2905888853704827,138.95764805466902
43,DAD,0.1968605088985523,226.0085911132809
44,NFTX,127.91060253352092,0.3633387027922666
