,symbol,price,amount
0,FUSE,0.0,26.31612469974592
1,ALPACA,0.37209997946550033,68.92884369175158
2,GODS,2.291030510632108,10.535555379900554
3,LGCY,0.0026382697727117942,7386.103706217004
4,MIX,0.0,1957.9546981887092
5,BEL,0.0,19.800793612386833
6,BNX,0.0,0.9028321599327188
7,AKRO,0.014363692882798582,1754.2616845613195
8,RAMP,0.11357744006582912,168.6403103270718
9,MDT,0.0,282.18515883516733
10,LIT,0.0,18.910245497756808
11,COCOS,1.2946867836337361,20.26061029484989
12,THN,0.148969161265368,160.67666471470085
13,DFL,0.0,266.76190162859467
14,KIMCHI,9.093495588682021e-05,1336.043490262704
15,IDIA,0.7457325106742869,17.914868870716752
16,KAR,0.0,11.108091075791652
17,SDN,1.0852867806722193,19.40401023851465
18,SLP,0.010680513739526538,1216.2735654849143
19,DNT,0.08692056394268746,238.67526579182203
20,LDO,2.0311253605457606,11.951528427676811
21,MSOL,115.4714467588122,0.24568126731905793
22,NIF,12.18437082311411,0.6516264147639821
23,HAI,0.09498759364448882,261.33712729247225
24,TRB,21.890213103369902,1.1643997171748905
25,DVPN,0.00878687386117829,2560.259871885891
26,TABOO,0.0038068226405258165,3821.5537147883415
27,erowan,0.08037072314409036,321.0608478762069
28,BABY,0.32266119318824055,83.07147965394617
29,BIOT,0.034604121150984574,1010.1445115517294
30,XHV,1.8596535385343211,8.299551994723178
31,MARO,0.0787380114077545,304.5363610872865
32,SIDUS,0.061719202575231724,223.48301623493754
33,FIO,0.10278028723223644,192.624873926024
34,SAITO,0.039801588628997714,411.2876392961801
35,RARI,9.418271274345178,2.089285714489819
