,symbol,price,amount
0,LQTY,5.8660624824639,7.850257061519655
1,DEXE,15.15726129790708,2.249501795729037
2,BTRS,73.51531314471053,0.29596977375333544
3,VBIT,0.05497618381553,784.6589861552476
4,QQQ,0.0197054584047,1806.0335490251236
5,AE,0.14137046800647,217.12166014958643
6,MWC,0.0,8.993043812413003
7,PLTC,0.54048915706304,48.77712610758764
8,LA,0.12147457814903,258.2653051875889
9,VERI,21.50969890918628,2.0617200098537767
10,ID,0.32141256777371,94.6880242602658
11,DSLA,0.00787040697176,4447.33415569687
12,DEP,0.00842937308948,2758.5315774980522
13,SKILL,30.45390190417128,0.5316710741629762
14,CXO,0.25151374327283,132.71039182510958
15,OXEN,0.75494402446577,42.15138640596789
16,AMO,0.00236037205278,15220.874122830215
17,KNCL,2.16536865021168,66.38896874836212
18,TRIBE,0.78131342939439,165.90916667322773
19,CUDOS,0.03144190906524,1136.8470623595704
20,DRGN,0.10471764273091,248.82895807235468
21,DX,0.00091831770212,43188.78471457702
22,DPET,4.74701867012493,5.405328237350304
23,AXEL,0.19143519608201,244.21471874432635
24,STAX,0.0,11.489787346537971
25,HAI,0.10679108676516,234.42877886419416
26,STC,0.0,4661.728922296261
27,NEST,0.02330132614382,1335.453879665271
28,ULT,0.0,1901.362989236965
29,SAFE,0.0,13.175419500746449
30,ARIA20,1.42977717796982,17.5258665786468
31,LCX,0.04993335834488,413.14777902577083
32,ELON,6.427184e-08,293462513.15549374
33,NIM,0.00471307232042,4991.476301550067
34,IHF,0.37115927321814,74.76442796692726
35,ASTA,0.02175753249162,1297.7898500554315
36,PCX,5.14942111479786,8.488034563468265
37,GAL,0.0,2.3447021474780714
38,HOGE,0.00013454724097,308070.5084357742
39,VSYS,0.02222764741508,1707.8627821758355
40,KRT,0.00085807333301,28672.45961011395
41,CET,0.0,536.6660097829081
