,symbol,price,amount
0,PAID,0.45210725626631,58.670467811364034
1,MBN,0.04567760792079,123.47773428296419
2,JGN,0.64799940844706,36.5276755631011
3,FWT,0.0,3257.583037639742
4,BOTX,2.09734433877775,70.12789379116543
5,ZNN,6.73414237267668,5.6876980558049715
6,PLC,0.0,3.432947388507458
7,WICC,0.14615445992549,165.0381502631525
8,BQQQ,0.0,2620.9696167390057
9,BMI,0.59764194416781,45.04085452027309
10,MHC,0.01262582135659,1881.4653139658628
11,VEE,0.0,3395.4280124882653
12,APL,0.00162755685399,20389.98477970473
13,NRV,0.0,32.70974126621638
14,SNM,0.0,328.5188055021805
15,BURST,0.0,2101.7736478788884
16,KARMA,0.0,4606.550115857666
17,mAAPL,147.65949436641068,0.20657442621820465
18,mTSLA,721.3919903342261,0.031203716145109056
19,PERL,0.06432701251768,341.6275047956554
20,mBABA,202.74608071299647,0.0984152232988092
21,mNFLX,524.7636438315922,0.03971221955398528
22,SNTVT,0.00849086745685,2402.2005121575235
23,LOTTO,0.01417231896214,2097.3608219279845
24,mAMZN,3399.8855502817396,0.006140885564730691
25,mMSFT,285.234625957482,0.07768598953217493
26,mTWTR,69.44896981643483,0.31157015098887275
27,ZEON,0.00035407377319,25996.92461292359
28,mQQQ,369.5683513352559,0.07999565383020524
29,mSLV,24.25324353926096,1.1700887619656009
30,VRT,0.0,20901.574464407156
31,mUSO,0.0,0.4205912524063165
32,KEY,0.0,3816.825374129022
33,SRK,0.00385787086557,6816.025178083016
34,SPI,35.32718720486097,0.7945146952930621
35,FSN,0.43766770431485,50.75422563777775
36,VTC,0.5149800123956,51.231892013394194
37,HNC,0.0,25.03065530970821
38,STRONG,220.55168777251419,0.11896237300529236
39,HC,0.0,30.36391918039126
40,BMX,0.19473397643529,181.81883121817222
41,BOA,0.0,306.99109134608244
42,CUMMIES,0.0223225263188,1389.6330733224268
